place_id;Юридическое лицо, на имя которого выдано регистрационное удостоверение;"Торговое наименование
лекарственного препарата"
ChIJveVS7eFKtUYRdVWjQEI-UOk;Новартис Фарма АГ;Сакубитрила и валсартана гидратный комплекс натриевых солей
ChIJSefogZhLtUYRt0-leiY5nVo;Такеда Фарма А/С;Иксазомиба цитрат
ChIJveVS7eFKtUYRdVWjQEI-UOk;Новартис Фарма АГ;Нилотиниба гидрохлорид моногидрат
;Делкростон Менеджмент Лтд;Глемакс
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Чжэцзян Супор Фармасьютикалс Ко., Лтд.;Кетотифена фумарат
;Иногент Лабораториз Прайват Лимитед;Эзетимиб
;"Открытое акционерное общество ""Самарамедпром"" (ОАО ""Самарамедпром"")";Муравьиная кислота
;Экселла ГмбХ;Капецитабин
ChIJP9rRaspJtUYRN5_yqYcXiKY;Сандоз д.д.;Этамзилат
ChIJ6xIHYka1SkERc-eFU7L6eQE;"ПАО ""Биосинтез""";Диметилфумарат
ChIJhZzA0A9LtUYRKNy2RR6u9uA;Сувен Лайф Саенсиз Лтд;Железа сахарозный комплекс
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Зидовудин
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Натрия аминосалицилата дигидрат
ChIJz0tiKuBKtUYRnRcew47qre0;Ферринг Интернешнл Сентер С.А.;Месалазин
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ООО ""Лайф Сайнсес ОХФК""";Омепразол натрия
ChIJZc45VBNMtUYRcBChJmn5IkM;Ново Нордиск А/С;Инсулин человеческий
;Чжэцзян Ксинмингжу Фармасьютикал Ко.Лтд;Висмута трикалия дицитрат
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;Индустриале Кимика С.р.Л.;Гестоден
ChIJC-41M-lJtUYRT9fTLMOthGM;"Общество с ограниченной ответственностью ""Лонг Шенг Фарма Рус""";Меропенем с натрия карбонатом - Лонг Шенг Фарма Лимитед®
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;Индустриале Кимика С.р.Л.;Дезогестрел
ChIJz0wKvftKtUYRE6bn6S4LM_s;Д-р Редди'с Лабораторис Лтд;Ритуксимаб
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Цяньцзян Юнань Фармасьютикал Ко., Лтд;Таурин
;"Общество с ограниченной ответственностью ""ЮжФарм"" (ООО ""ЮжФарм"")";Фуразолидон
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ЗАО ""Фармацевтический завод ЭГИС""";Левомепромазина малеат
;"АО ""Фармославль""";Дарунавира этанолат
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ЗАО ""Фармацевтический завод ЭГИС""";Донепезила гидрохлорида моногидрат
ChIJveVS7eFKtUYRdVWjQEI-UOk;Новартис Фарма АГ;Валсартан
;Хеммо Фармасьютикалс Прайват Лимитед;Десмопрессина ацетат
ChIJ4w5Mw8bU3UMRTRqwLhVueGA;АстраЗенека АБ;Эзомепразол
;Нош Лабз Прайвет Лимитед;Тамсулозин
ChIJfc2KK7qtSkERmQNGKtfCpNU;"ЗАО ""Фармцентр ""ВИЛАР""";Рутин
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Ралтегравир калия
;Юнимарк Ремедиес Лтд;Монтелукаст натрия
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;Индустриале Кимика С.р.Л.;Этинилэстрадиол
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Прайм Европеан Терапьютикалс С.П.А. – Этикалс С.П.А.;Пропофол
;"Акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"" (АО ""Усолье-Сибирский химфармзавод"")";Анестезин
ChIJI3pnC8A2tUYRELgrYngPJCg;"Общество с ограниченной ответственностью ""КОМПАНИЯ ""ДЕКО"" (ООО ""КОМПАНИЯ ""ДЕКО"")";Холина альфосцерат гидрат
;Цилу Антибиотикс (Линьи) Фармасьютикал Ко.Лтд;Эксеместан-Лонг Шенг Фарма Лимитед®
;"АО ""Фармославль""";Соталола гидрохлорид
ChIJp7OiFxBLtUYRAlLOfZyUKcg;"ОАО ""Гедеон Рихтер""";Ацеклофенак
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Фармаплант Фабрикацион Хемишер Продукте ГмбХ;Ванкомицина гидрохлорид-Фармаплант®
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Абакавир сульфат
;"Акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"" (АО ""Усолье-Сибирский химфармзавод"")";Новокаина гидрохлорид
;"Закрытое акционерное общество ""Медисорб"" (ЗАО ""Медисорб"")";Разагилина мезилат
;Экселла ГмбХ;Ропивакаина гидрохлорид
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";Эрлотиниба гидрохлорид
ChIJP9rRaspJtUYRN5_yqYcXiKY;Сандоз д.д.;Рамиприл
ChIJM9szLLqtSkERywPbkwQz5kc;"Общество с ограниченной ответственностью ""Научно-производственное объединение ""ФармВИЛАР"" (ООО НПО ""ФармВИЛАР"")";Виканол
ChIJkbo1cRJLtUYRMGRLo57JCGQ;Тева Фармацевтические Предприятия Лтд;Метилдопы сесквигидрат
ChIJFTA-jRdNtUYRf834SAJ3NPE;"ЗАО ""Научно-исследовательский институт фотонной лучевой терапии""";Диэтилентриаминпентауксусной кислоты висмутдинатриевая соль
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";Сунитиниба малат
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Ламивудин
ChIJT7_H2zxItUYR1N1ini-eKuY;"ООО ""Эбботт Лэбораториз""";Дидрогестерон-гранулы
;"Акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"" (АО ""Усолье-Сибирский химфармзавод"")";Калия йодид
ChIJveVS7eFKtUYRdVWjQEI-UOk;Новартис Фарма АГ;Гидрохлоротиазид микронизированный
ChIJP9rRaspJtUYRN5_yqYcXiKY;Сандоз д.д.;Левофлоксацина гемигидрат
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Тенофовира дизопроксил фумарат
ChIJi4x6b_81tUYR7w8oeUKdUAU;"Общество с ограниченной ответственностью ""БИОН"" (ООО ""БИОН"")";Тилорона дигидрохлорид
;"Акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"" (АО ""Усолье-Сибирский химфармзавод"")";Йод
;ДСМ Синочем Фармасьютикалз Незерландс Б.В.;Аторвастатин кальция
ChIJV1xCmEJKtUYRA1eX38m8BWA;"Федеральное государственное унитарное предприятие ""Государственный научный центр ""Научно-исследовательский институт органических полупродуктов и красителей"" (ФГУП ""ГНЦ ""НИОПИК"")";МИРИСТАМЕД®
;Нош Лабз Прайвет Лимитед;Мебеверина гидрохлорид
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Невирапин
ChIJP9rRaspJtUYRN5_yqYcXiKY;Сандоз д.д.;Лоперамида гидрохлорид
ChIJT7_H2zxItUYR1N1ini-eKuY;"ООО ""Эбботт Лэбораториз""";Панкреатин гранулы
ChIJT7_H2zxItUYR1N1ini-eKuY;"ООО ""Эбботт Лэбораториз""";Лактулоза жидкая
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";Пеметрекседа динатрия гептагидрат
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";Гидроксизина гидрохлорид
;"Общество с ограниченной ответственностью ""БратскХимСинтез""";Леналидомид
;"Общество с ограниченной ответственностью ""Цитера"" (ООО ""Цитера"")";Феноксиэтанол
ChIJ4w5Mw8bU3UMRTRqwLhVueGA;АстраЗенека АБ;Кандесартана цилексетил
;"АО ""Фармославль""";Абиратерона ацетат
;"Общество с ограниченной ответственностью ""Цитера"" (ООО ""Цитера"")";Октенидина дигидрохлорид
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Майлэн Лабораториз Лимитед;Тенофовир дизопроксил фумарат
;Сикор Сосиэта Италиана Кортикостероиди С.р.л.;Карбидопа
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")";Дорзоламида гидрохлорид
