place_id;Юридическое лицо, на имя которого выдано регистрационное удостоверение
;"ООО ""Солафарм"""
;"Общество с ограниченной ответственностью ""СОЛАФАРМ"" (ООО ""СОЛАФАРМ"")"
ChIJAQAAAGdKtUYRLENRd5MZgUA;Др. Фальк Фарма ГмбХ
ChIJAQAAAGdKtUYRLENRd5MZgUA;Д-р Фальк Фарма ГмбХ
ChIJAQDMt-NKtUYRM4Emp4K--ZI;Санофи-Авентис Дойчланд ГмбХ
;Санофи Фарма Бристол-Майерс Сквибб ЭсЭнСи
;Санофи Клир ЭсЭнСи
ChIJN5t4CjesSkERQ1DK79U7f40;"Закрытое акционерное общество ""ВИФИТЕХ"" (ЗАО ""ВИФИТЕХ"")"
;Данафа Фармасьютикал Джойнт Сток Компани
ChIJ7THXLpA0tUYRIFfqe4HikkY;"ООО ""Трим"""
;ООО «Ленмедснаб»
ChIJafQvE983tUYRPbvjlUgEH3o;"ЗАО ""Казанская фармацевтическая фабрика"""
ChIJc7BjExdLtUYRA4o6nc3PUr0;Эмбил Фармацеутикал Ко. Лтд.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Эмбил Илач Сан. Лтд. Шти.
ChIJLU0xNphOtUYRrGoN8aLqLYA;ООО Славянская аптека
;"ООО ""Шалфей"""
ChIJ5XdS5rRLtUYRKHxBa11FM2M;Представительство АО Биокодекс
ChIJ5XdS5rRLtUYRKHxBa11FM2M;БИОКОДЕКС
ChIJteSYs7FLtUYRPCw1Aiev_FE;Италфармако С.А.
;Серолаб С.А.
;Энгельхард Арцнаймиттель ГмбХ и Ко. КГ
;Энгельхард Арцнаймиттель ГмбХ и Ко.КГ
;Фармацевтическая компания Байюньшань Цисин г. Гуанчжоу
;"Фармацевтическая компания ""Байюньшань Цисин"" г.Гуанчжоу"
;"Фармацевтическая компания ""Цисин"""
ChIJT7_H2zxItUYR1N1ini-eKuY;"ООО ""Эбботт Лэбораториз"""
ChIJvTdL7u1MtUYR401N-nauPxk;Ядран Галенский Лабораторий а.о.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Алкалоид АО
ChIJAYNGsG5MtUYRdU7JW2ahjnM;"ООО ""Самсон-Мед"""
ChIJ4xjzpN1LtUYRDv4p0PPL69Y;Пфайзер Инк
ChIJHy7zmMJKtUYRXLiQYIAPoyM;Пфайзер ПГМ
;С.И.Ф.И. С.п.А.
;С.И.Ф.И. С.П.А.
;Ауробиндо Фарма Лтд.
;Ауробиндо Фарма Лтд
ChIJY83Q7CrTSkER4MHnT6ofxlc;"Открытое акционерное общество ""Валента Фармацевтика"" (ОАО ""Валента Фарм"")"
ChIJY83Q7CrTSkER4MHnT6ofxlc;"Публичное акционерное общество ""Валента Фармацевтика"" (ПАО ""Валента Фарм"")"
ChIJ26B5Wb5KtUYRGp76xU7Fhl8;Сентисс Фарма Пвт.Лтд
ChIJ26B5Wb5KtUYRGp76xU7Fhl8;Промед Экспортс Пвт.Лтд
;ЭЛДА ИНТЕРНЭШНЛ ДМСС
;"""Роземонт Фармасьютикалз Лтд."""
;Роземонт Фармасьютикалз Лтд
;Сановель Фармако-индустриальная торговая компания
;АК ОО «АУРОБИНДО ФАРМА ЛИМИТЕД» (Индия) Московское представительство
ChIJvWFO9ES1SkER7jmZAoqPVE4;"ООО ""АРС"""
ChIJgUKPz3JNtUYRKxuJjPLwv98;"ООО ""Русюрофарм"""
ChIJ2WgtSORutUYR5qlWbKWqgUM;"Общество с ограниченной ответственностью ""Крка-Рус"""
ChIJ2WgtSORutUYR5qlWbKWqgUM;"Общество с ограниченной ответственностью ""КРКА-РУС"" (ООО ""КРКА-РУС"")"
ChIJQ0xuCHJKtUYR0JugUbCORF0;"Общество с ограниченной ответственностью ""Промомед Рус"""
;Открытое акционерное общество «Борисовский завод медицинских препаратов» (ОАО «Борисовский завод медицинских препаратов»)
;"Открытое акционерное общество ""Борисовский завод медицинских препаратов"" (ОАО ""БЗМП"")"
ChIJ-71jTXJKtUYRg0kDkPoNglI;"ОАО ""Красногорсклексредства"""
;"Акционерное общество ""Красногорские лекарственные средства"" (АО ""Красногорсклексредства"")"
;"ООО ""Барнаульский завод медицинских препаратов"" (ООО ""БЗМП"")"
;"ООО ""Барнаульский завод медицинских препаратов"""
ChIJRyy2-nxKtUYRr2meqfHJvpw;Эдж Фарма Прайвет Лимитед
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ОАО  ""Фармацевтический завод ЭГИС"""
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ЗАО ""Фармацевтический завод ЭГИС"""
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ЗАО ""Фармацевтический завод Эгис"""
ChIJOSu734VJtUYRhdkOc2ECKrw;АстраЗенека ЮК Лимитед
ChIJ4w5Mw8bU3UMRTRqwLhVueGA;АстраЗенека ЮК Лтд
ChIJrXLUUhJKtUYRx6R0nCavUKA;"Общество с ограниченной ответственностью ""Научно-производственная фирма ""МАТЕРИА МЕДИКА ХОЛДИНГ"" (ООО ""НПФ ""МАТЕРИА МЕДИКА ХОЛДИНГ"")"
ChIJw3s8jQlKtUYRjjUndY4XcR8;"ООО ""Научно-производственная фирма ""Материа Медика Холдинг"""
ChIJI4yfn75OtUYRGG4VQOaQWXs;"ОАО ""Фармацевтический завод ЭГИС"""
;"ООО ""Фармаприм"""
ChIJwfdBT4lOtUYRlvmtgXtPoYc;"Публичное акционерное общество ""Фармак"""
ChIJkXvpz6JOtUYRL0UDgEU1PWc;"Публичное акционерное общество ""Фармак"" (ПАО ""Фармак"")"
ChIJwfdBT4lOtUYRlvmtgXtPoYc;"ОАО ""Фармак"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ЗАО ""Патент - Фарм"""
;"Закрытое акционерное общество ""Патент-Фарм"" (ЗАО ""Патент-Фарм"")"
ChIJuyp2_f9JtUYRcxE26d-h6oM;"ООО ""Техноком"""
ChIJYYbncjxItUYRJejSMLCpcUY;Набикасим Индастриз (Пвт.) Лтд
;"Открытое акционерное общество ""Татхимфармпрепараты"" (ОАО ""Татхимфармпрепараты"" )"
ChIJieZTUhNKtUYR-gKL6naxjzU;"Федеральное государственное унитарное предприятие ""Научно-производственное объединение по медицинским иммунобиологическим препаратам ""Микроген"" Министерства здравоохранения Российской Федерации (ФГУП ""НПО ""Микроген"" Минздрава России)"
ChIJieZTUhNKtUYR-gKL6naxjzU;"Федеральное государственное унитарное предприятие ""Научно-производственное объединение по медицинским иммунобиологическим препаратам ""Микроген"" Министерства здравоохранения и социального развития Российской Федерации"
;Йенафарм ГмбХ и Ко. КГ
;"ООО ""МФП ""Сообщество ""Магнолия"""
ChIJ1ev-xNpMtUYRfeRXGKz2phs;Торрент Фармасьютикалс Лтд
;"ОАО ""Фирма Медполимер"""
;"Открытое акционерное общество ""Фирма Медполимер"" (ОАО ""Фирма Медполимер"")"
ChIJfc2KK7qtSkERmQNGKtfCpNU;"ЗАО ""Фармцентр ""ВИЛАР"""
;"Государственное унитарное предприятие ""Аптечный склад Рязань-Фармация"""
;"Открытое акционерное общество ""Самарамедпром"" (ОАО ""Самарамедпром"")"
;Хербион Пакистан Прайвет Лимитед
;"Закрытое акционерное общество ""Фармацевтическая фирма ""ЛЕККО"""
;"ООО ""Рузфарма"""
ChIJp7OiFxBLtUYRAlLOfZyUKcg;"ОАО ""Гедеон Рихтер"" (Венгрия)"
ChIJBW-HVze1SkERmWo9580bjhU;"Федеральное государственное унитарное предприятие ""Московский эндокринный завод"""
ChIJBW-HVze1SkERmWo9580bjhU;"Федеральное государственное унитарное предприятие ""МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД"" (ФГУП ""МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД"")"
ChIJP9rRaspJtUYRN5_yqYcXiKY;Сандоз ГмбХ
ChIJY8up48xItUYRcbCjYoGqLTk;"ОАО ""АВВА РУС"""
ChIJY8up48xItUYRcbCjYoGqLTk;"Акционерное общество ""АВВА РУС"" (АО ""АВВА РУС"")"
ChIJ7fU_PlizSkERe58hTrE18iE;"Закрытое Акционерное Общество ""Брынцалов А"""
ChIJ7fU_PlizSkERe58hTrE18iE;"ЗАО ""Брынцалов-А"""
ChIJ7fU_PlizSkERe58hTrE18iE;"Публичное акционерное общество ""Брынцалов-А"" (ПАО ""Брынцалов-А"")"
ChIJb2vltB5NtUYRr10uSpHZIeM;Нобел Илач Санайи Ве Тиджарет А.Ш.
ChIJb2vltB5NtUYRr10uSpHZIeM;Нобел Илач Санайи ве Тиджарет А.Ш.
;Протек Биосистемс Пвт. Лтд.
;Нортон Хэлскэа Лимитед, выступающий под торговой маркой Айвэкс Фармасьютикалс ЮКей, Соединенное Королевство
;Нортон Хэлскэа Лимитед, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей
;"Акционерное общество ""Нижегородский химико-фармацевтический завод"" (АО ""Нижфарм"")"
ChIJafQvE983tUYRPbvjlUgEH3o;"ООО ""Томская фармацевтическая фабрика"""
;"ОАО ""Нижфарм"""
ChIJU9Bp85hMtUYR4qt1JYhJibA;"АО ""Байер"""
ChIJ6zAdFaY2tUYRo2YlwzFkya4;"Общество с ограниченной ответственностью ""Олло"""
ChIJ6zAdFaY2tUYRo2YlwzFkya4;"Общество с ограниченной ответственностью ""ОЛЛО"" (ООО ""ОЛЛО"")"
ChIJp7OiFxBLtUYRAlLOfZyUKcg;"ОАО ""Гедеон Рихтер"""
ChIJteSYs7FLtUYRPCw1Aiev_FE;Италфармако С.п.а.
ChIJteSYs7FLtUYRPCw1Aiev_FE;Италфармако С.п.А.
ChIJ082evx9LtUYRfteuOWQcgD8;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» Министерства здравоохранения и социального развития Российской Федерации (ФГУП ""НПО ""Микроген"" Минздравсоцразвития России)"
;"Производственное республиканское унитарное предприятие ""Минскинтеркапс"""
ChIJ082evx9LtUYRfteuOWQcgD8;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» Министерства здравоохранения и социальногоразвития Российской Федерации (ФГУП ""НПО ""Микроген"" Минздравсоцразвития России)"
ChIJd6COwHJNtUYRuWgi5sNziCk;Вокхард Лтд
ChIJd6COwHJNtUYRuWgi5sNziCk;Вокхард Лимитед
;"Общество с ограниченной ответственностью Фирма ""Фито-Бот"" (ООО Фирма ""Фито-Бот"")"
ChIJYdVDo_s0tUYRW8yj2zoETlQ;"ООО ""Фармацель"""
ChIJgTkLbY85tUYRjy6a50nTqAQ;"ОАО ""Фармстандарт"""
;ООО «СМФП « МАГНОЛИЯ»
ChIJpfCuKN9LtUYRh2gHkjEMTNs;Октафарма Фармацевтика Продуктионсгес м.б.Х.
ChIJpfCuKN9LtUYRh2gHkjEMTNs;Октафарма Фармацевтика Продуктионсгес м.б.Х
ChIJpfCuKN9LtUYRh2gHkjEMTNs;Октафарма Фармацевтика Продуктионсгес мбХ
ChIJv0hf4BJLtUYRK4WAOJkwknA;"ЗАО ""Берлин-Фарма"""
;"Общество с ограниченной ответственностью ""ЛЮМИ"" (ООО ""ЛЮМИ"")"
;"Общество с Ограниченной Ответственностью ""Опытный Завод ""ГНЦЛС"""
;"ООО ""Опытный завод ""ГНЦЛС"""
ChIJ24N2wh02tUYRVvMlyaYLblI;Еврофарм (ЮК) Ко.Лтд
ChIJtfmJlfeySkERM8quumUoRUA;Вёрваг Фарма ГмбХ и Ко. КГ
;Н.В. Органон
;Лабораториос Новаг, С.А.
;Феррер Интернасьональ С.А.
;"АО ""Кировская фармацевтическая фабрика"""
;"Открытое акционерное общество ""Кировская фармацевтическая фабрика"""
ChIJ84SDy71LtUYRkJUs7Vkj2Mk;Пьер Фабр Медикамент Продакшн
ChIJ84SDy71LtUYRkJUs7Vkj2Mk;Пьер Фабр Дерматология
ChIJYzPv99tLtUYRalBsxwU0Yuo;"ООО ""ЮСБ Фарма"""
ChIJeZc7yh21SkERx5trQmeTwnI;"Открытое акционерное общество ""Дальхимфарм"""
ChIJeZc7yh21SkERx5trQmeTwnI;"ОАО ""ДАЛЬХИМФАРМ"""
ChIJz0wKvftKtUYRE6bn6S4LM_s;Д-р Редди`c Лабораторис Лтд.
ChIJHTRqI8LKSkERuw4Luplp0K0;"Государственное учреждение здравоохранения ""Тамбовская областная станция переливания крови"""
ChIJHTRqI8LKSkERuw4Luplp0K0;"Государственное бюджетное учреждение здравоохранения ""Тамбовская областная станция переливания крови"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ОАО ""Тверская фармацевтическая фабрика"""
ChIJ7duiWYhHtUYRCMm0fy2zgT8;"ООО ""Валерия"""
;"АО""Чайкафарма Высококачественные Лекарственные Средства"""
